Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg)
-33.784,19.4727,0.0270,0.1260,0.5550,6.8260,1.3700,0.8000,1.1800
-33.6829,19.5243,0.0160,0.0800,0.5010,1.7970,0.3100,0.5200,0.8100
-34.2694,19.4391,0.0100,0.4700,1.7500,9.5770,115.6500,1.2300,0.8170
-34.218,19.7888,0.0400,0.0840,1.6100,8.0240,209.6200,3.2900,6.0100
-33.6418,19.585,0.0050,0.0970,0.4770,5.0950,10.2700,0.7200,0.2560
-33.0475,19.4545,0.0020,0.0530,0.0250,0.2010,0.1240,0.0650,0.0080
-33.2315,19.2508,0.0040,0.0960,0.0460,0.5460,0.4780,0.5770,0.0260
-33.3566,19.1322,0.0040,0.0810,0.5950,2.9220,0.3700,0.5300,1.5100
-33.6486,18.4631,0.0030,0.0520,0.0260,0.0650,0.1760,0.0690,0.0090
-33.2326,18.4799,0.0040,0.0560,0.3810,0.2090,0.7270,0.1390,0.1110
-33.2011,18.5395,0.0070,0.0610,0.1110,0.5070,0.7590,0.2300,0.0930
-33.2726,18.9176,0.0180,0.0550,0.7770,2.3590,1.0300,1.3200,3.5500
-33.4425,18.7738,0.0320,0.5590,0.2020,3.0240,38.7300,0.6000,0.3250
-33.4549,18.6853,0.0100,0.0840,0.0790,0.9260,0.3640,0.5650,0.2510
-33.3006,18.4357,0.0120,0.1380,0.2190,1.0750,0.3400,0.2880,0.1470
-33.4012,18.4417,0.0050,0.0940,0.0520,0.9630,2.1510,0.3240,0.0260
-33.7386,18.5454,0.0030,0.0880,0.0440,0.3210,0.8780,0.2270,0.0140
-33.9988,18.6875,0.0050,0.1370,0.2550,0.1720,0.6750,0.2540,0.0110
-33.8163,18.6163,0.0150,0.0800,0.2130,3.5400,0.3490,1.8700,2.9800
-34.0002,18.8216,0.0030,0.0940,0.0430,0.6320,0.3600,0.2910,0.0140
-33.9189,18.9228,0.0070,0.1470,0.0800,3.5000,0.3240,0.5900,0.4670
-33.9394,18.7803,0.0180,0.1090,0.0800,1.6980,4.8400,3.4740,0.0220
-33.0053,18.4473,0.0070,0.1570,0.1290,0.2840,1.0320,0.4720,0.0780
-33.0327,18.2924,0.0010,0.0990,0.0660,0.0260,1.0640,0.3730,0.0100
-33.0401,18.0566,0.0080,0.1420,0.2730,0.1520,0.2490,0.2470,0.0290
-34.0184,18.8487,0.0090,0.0730,0.1460,5.0850,0.5600,3.0200,0.4100
-33.6239,18.7599,0.0030,0.0900,0.0500,0.6260,0.5270,0.3680,0.0230
-27.3957,30.406,0.0030,0.1750,0.0910,2.4970,0.7400,0.7000,0.0720
-27.6067,30.4911,0.0030,0.0980,0.0800,2.5430,0.1900,0.3900,0.0300
-27.603,30.5306,0.0030,0.1710,0.0860,3.6420,0.2400,0.7600,0.0650
-27.5825,30.601,0.0040,0.1070,0.0650,2.5700,0.2000,1.0000,0.0620
-27.5841,30.5943,0.0040,0.1000,0.1100,2.9940,0.3200,0.9700,0.2720
-27.6516,30.2846,0.0050,0.0590,1.1330,1.0580,0.4200,1.6600,2.5300
-27.6474,30.2663,0.0040,0.1510,1.0270,0.8120,0.2300,1.4600,1.8800
-27.6468,30.2579,0.0040,0.0630,0.2180,0.8960,0.0700,0.8700,0.2020
-27.7491,30.7327,0.0020,0.0310,0.0040,1.6700,0.1600,0.5500,0.0800
-27.2355,31.0234,0.0030,0.0520,0.0980,1.3790,3.0200,1.1100,0.4420
-27.3829,31.2245,0.0040,0.0690,1.4380,2.3310,0.2000,2.5100,5.5000
-28.7569,32.1449,0.0060,0.1210,0.3120,0.2210,0.5210,0.1710,0.2410
-28.7581,32.0507,0.0010,0.1440,0.0650,0.7750,0.5180,0.1510,0.0260
-28.5694,32.0392,0.0040,0.0800,7.5850,1.0800,1.1000,4.2700,5.8600
-27.6796,30.8725,0.0040,0.0780,0.2660,1.8650,0.2200,1.5400,1.3000
-27.6809,30.9072,0.0050,0.0480,0.3690,2.2470,0.2200,1.5000,1.3000
-27.6614,30.9334,0.0050,0.0600,0.4350,1.8990,0.2400,1.5200,1.4100
-27.5555,30.9742,0.0020,0.0790,0.2890,2.1160,0.1100,3.6900,1.0900
-27.6069,31.0217,0.0050,0.0550,0.5000,2.4090,0.2800,2.1700,1.9000
-27.2576,31.0066,0.0030,0.1620,0.8430,2.0170,0.3800,1.5400,1.1400
-27.1382,31.0611,0.0050,0.0690,0.5110,2.3670,0.6600,8.6400,10.4700
-27.7475,31.1567,0.0030,0.0560,0.2800,2.1080,0.1300,0.9400,0.5900
-27.6683,31.2826,0.0020,0.0590,0.1110,2.1500,0.1500,1.5100,1.4900
-27.5913,31.3042,0.0030,0.2390,0.0520,3.6580,2.2700,1.1200,0.0630
-27.5844,31.3214,0.0030,0.0760,0.1780,2.9240,1.5200,10.3000,2.3100
-27.5631,31.3481,0.0020,0.1040,0.1220,1.9680,0.1800,10.5800,0.2210
-27.5444,31.3969,0.0040,0.0440,0.0960,3.3080,13.4100,5.6300,1.9500
-27.6049,31.3861,0.0030,0.1700,0.4140,3.0110,0.5300,1.6600,0.7100
-27.6221,31.3969,0.0050,0.1090,0.2080,2.8350,2.7800,4.0000,1.4700
-27.6773,31.4455,0.0020,0.0390,0.1420,1.7450,0.2100,0.3400,0.5800
-27.7917,31.3071,0.0020,0.2500,0.1290,5.6030,0.2200,0.6800,0.0650
-29.4971,30.3797,0.0030,0.0730,1.1960,2.0170,0.4500,2.2800,1.9900
-30.7597,30.2833,0.0020,0.1760,0.1030,0.9700,0.4780,0.3780,0.0620
-30.7836,30.1348,0.0020,0.2790,0.2070,2.9680,0.4660,1.5160,0.2770
-30.7671,30.109,0.0050,0.2630,1.4220,3.3390,0.4610,4.2800,2.9100
-29.4609,31.1064,0.0040,0.1280,0.0420,2.5110,0.3800,0.6200,0.0500
-29.694,31.0598,0.0130,0.1010,0.5050,4.2280,7.8000,1.2900,0.1850
-24.6021,30.3586,0.0110,0.0480,2.7780,0.3810,0.6800,9.2200,3.3000
-24.5403,30.1064,0.0070,0.0660,2.1940,0.5060,6.2000,0.6600,1.2600
-24.502,30.0212,0.0050,0.0540,3.0580,0.2200,0.3200,1.1500,3.5000
-24.7584,30.1721,0.0040,0.1030,2.1670,0.1360,0.2600,0.6700,0.7800
-24.8849,30.0651,0.0050,0.0790,0.6570,0.0890,0.1700,1.7500,0.3200
-24.88,30.2604,0.0060,0.0490,1.6690,3.9480,0.5200,5.1800,9.5800
-24.9221,30.8503,0.0030,0.1560,0.1920,0.9970,4.7100,0.4000,0.1380
-24.8623,30.8445,0.0030,0.0900,0.2410,5.9210,18.7800,1.6100,0.0880
-24.2016,30.4129,0.0040,0.0500,1.4860,0.8700,1.0800,6.9300,2.5900
-24.2736,30.4275,0.0020,0.0920,0.3200,0.7420,0.3000,1.0000,0.1680
-24.154,30.219,0.0050,0.0550,2.6130,1.0020,0.7600,2.4100,3.3900
-24.1407,30.1971,0.0020,0.1660,0.1730,1.2700,0.3700,5.0400,0.1820
-24.7265,30.5835,0.0110,0.0470,5.3550,4.9900,1.2500,6.0400,12.6800
-24.7214,30.533,0.0020,0.0390,0.5970,0.6260,0.3700,0.9200,2.3100
-24.711,30.5179,0.0180,0.0740,15.3410,3.0420,2.0000,9.6100,19.2500
-24.5988,30.3069,0.0110,0.1080,3.1520,1.3300,0.7300,3.3300,4.5600
-29.1843,18.6305,0.0040,0.0990,0.0600,0.1490,0.3200,0.2800,0.0740
-29.2163,18.8487,0.0160,0.0450,0.9220,2.1560,0.9800,1.3400,2.0200
-28.9096,18.4409,0.0070,0.0450,0.4340,0.8700,0.2900,1.3100,2.5200
-29.4189,17.9548,0.0130,0.0660,0.6170,0.9640,2.6300,2.6400,1.5500
-29.0387,18.0091,0.0070,0.0420,0.2700,0.6260,0.5100,0.7400,0.7800
-28.1929,16.908,0.0050,0.0510,0.2380,0.3120,0.1600,0.4400,0.0930
-28.4631,16.871,0.0100,0.0700,0.2440,0.6100,0.3400,0.3200,0.4260
-28.3274,16.9859,0.0280,0.0490,0.4640,0.3900,0.5100,1.0700,0.1480
-28.4726,16.6916,0.0110,0.0590,0.6010,1.0940,0.8100,1.9800,1.1500
-28.502,16.7074,0.0080,0.0650,0.4650,0.7260,0.6000,1.4200,0.9400
-28.616,16.9133,0.0040,0.0520,0.0990,0.2090,0.8970,0.2120,0.1660
-28.669,16.5702,0.0040,0.0500,0.3800,0.1230,0.1400,0.4600,0.1130
-28.6436,16.603,0.0030,0.0510,0.3470,0.1030,0.2600,0.5200,0.1510
-28.9004,16.8642,0.0170,0.0540,0.2150,0.2300,0.4360,0.1540,0.0280
-28.8608,16.6911,0.0100,0.0550,0.2190,0.2990,0.5590,0.1580,0.0410
-28.9937,17.7609,0.0080,0.0630,0.2910,0.8950,1.0790,1.0000,1.1100
-28.9948,17.6535,0.0060,0.0470,0.2070,0.1770,0.4700,0.3600,0.0320
-28.908,17.7156,0.0070,0.0420,0.2410,0.4590,0.5200,0.3700,0.2170
-28.9527,17.3609,0.0090,0.0660,0.5330,0.9050,6.0400,4.2700,1.3200
-28.6633,17.2764,0.0300,0.0480,0.2880,1.1500,0.8600,0.6000,0.0620
-28.9754,17.211,0.0120,0.0940,0.2510,0.8910,1.7900,0.9200,2.1300
-28.8883,31.4343,0.0430,0.0710,0.3310,0.1740,1.3900,0.4600,0.0330
-28.8063,17.2113,0.0280,0.0710,1.3690,1.2120,1.5400,1.9400,2.8800
-28.9942,16.8073,0.0380,0.1410,0.5400,0.5350,0.2000,0.5200,1.2700
-28.9373,16.9795,0.0320,0.0850,2.0070,1.3920,0.7400,1.9700,3.5500
-28.8836,18.6806,0.0200,0.0610,0.2450,0.7640,0.5400,0.8400,0.9500
-29.2988,18.7526,0.1560,0.0750,1.6280,21.4600,6.9600,3.1200,5.9100
-29.3699,18.5906,0.0130,0.0510,0.2270,0.8920,0.5100,0.5800,0.6100
-29.4362,18.1623,0.0120,0.0570,0.1370,0.7120,0.3100,0.6600,0.4960
-29.8494,18.1162,0.0210,0.0620,0.1360,0.6400,1.5900,0.7400,0.3410
-29.8053,17.1572,0.0090,0.0600,0.2870,0.1850,1.0900,0.1230,0.0280
-29.924,17.225,0.0540,0.2140,0.5470,0.6820,1.3100,0.9200,0.6700
-29.2839,16.897,0.0200,0.0660,0.2790,0.4790,0.9000,0.1270,0.0470
-29.3788,17.058,0.0190,0.1120,0.3200,0.5770,0.6400,0.5500,0.5400
-29.726,17.1355,0.0240,0.0630,0.3600,0.2740,0.1800,0.1790,0.0290
-31.7167,18.7667,0.0060,0.0920,0.1940,0.1640,0.0200,0.2400,0.1960
-31.5167,18.2667,0.0090,0.0890,0.1850,0.1900,0.3500,0.4300,0.3440
-31.6333,18.6333,0.0230,0.0760,0.6310,0.9910,0.8900,0.6000,1.2300
-31.5167,18.7167,0.0090,0.0690,0.1390,0.2690,1.2200,0.3500,0.3080
-33.771,25.0013,0.0000,0.0640,1.3390,1.6200,0.8600,1.3300,1.9000
-33.6782,24.8004,0.0000,0.0670,0.0390,0.1330,0.0800,0.2400,0.0120
-34.0428,24.5386,0.0060,0.0680,0.1250,0.1650,0.3300,0.3700,0.2000
-33.9611,24.7972,0.0100,0.1000,0.6040,1.2530,0.3720,1.0300,1.4700
-31.8,19.2167,0.0060,0.0780,0.2170,0.5990,0.4300,0.4800,0.8700
-31.8167,19.1833,0.0120,0.0680,0.2600,0.4820,0.0900,0.2500,0.5200
-27.9735,31.0406,0.0120,0.2160,0.4560,4.6630,0.1300,3.0100,0.7400
-27.9921,31.1116,0.0040,0.0900,1.6070,4.4560,0.2800,1.3100,0.4800
-27.9985,31.124,0.0070,0.0960,1.6070,2.2320,0.0800,3.0900,3.4100
-27.971,31.1855,0.0060,0.0730,1.3940,2.1150,0.2200,3.0200,3.8000
-27.971,31.1855,0.0040,0.0780,0.7070,5.2510,0.1400,2.5600,16.3400
-27.971,31.1855,0.0060,0.0780,0.8460,2.3980,0.0400,2.2600,4.4800
-27.971,31.1855,0.0060,0.0860,3.2340,2.0900,0.4600,2.1600,6.6800
-27.8853,31.1094,0.0060,0.1890,0.1270,2.7270,0.1000,0.7000,0.1700
-27.7431,31.0155,0.0040,0.3300,0.1760,5.5920,0.1000,1.2600,0.1760
-27.7419,31.0075,0.0040,0.1220,0.0930,1.7310,0.2170,0.8560,0.0780
-27.688,31.1115,0.0070,0.1360,0.1590,1.9100,0.4500,6.4300,2.1800
-27.8848,31.0881,0.0150,0.2320,7.5000,0.8530,0.9400,6.4800,6.5300
-27.8764,31.0468,0.0060,0.1170,1.9770,1.3030,0.1700,2.2500,1.6500
-27.9077,31.0147,0.0030,0.0600,0.2700,1.2260,0.0000,0.8580,1.2400
-27.8751,31.075,0.0040,0.2040,0.0930,1.2850,0.2750,0.7250,0.0870
-27.8792,31.0447,0.0070,0.1140,2.5650,2.3200,0.0900,3.2200,3.0200
-27.354,30.5817,0.0050,0.0940,0.1500,2.8250,4.2500,4.0100,0.5200
-27.8738,31.2224,0.0070,0.1610,0.4000,3.1320,0.5000,1.4900,0.5400
-28.0244,31.0147,0.0050,0.0660,0.5290,1.4990,21.1770,2.2000,1.5100
-28.0212,31.0102,0.0040,0.0580,0.5690,0.8210,0.3200,0.7900,1.1500
-27.8347,31.3774,0.0130,0.1640,0.2830,0.7510,0.4300,3.3600,0.4100
-27.3185,31.6132,0.0280,0.0670,2.7320,6.8260,0.4400,4.1200,9.9400
-27.4019,31.6928,0.0360,0.0790,37.4040,0.5680,0.2100,9.9700,15.4000
-27.4033,31.6956,0.1030,0.1690,0.2140,1.7250,8.3490,0.1060,0.0340
-27.3695,31.694,0.0290,0.0600,3.2080,0.1110,0.1800,1.7900,1.0700
-27.3697,31.6892,0.0100,0.0700,1.3080,1.1670,0.1600,0.5600,1.0300
-27.2712,30.555,0.0040,0.1990,0.1920,1.5600,0.3390,3.1270,0.1420
-27.2939,30.4858,0.0060,0.1300,0.0640,1.9600,0.0300,0.8850,0.0480
-27.2945,30.4833,0.0060,0.1370,0.0900,1.9020,0.3310,2.0800,0.0650
-27.2864,30.4291,0.0110,0.2310,0.1770,5.2660,0.1700,2.1800,0.5000
-27.8197,31.0163,0.0030,0.0700,0.0010,2.6170,0.2200,0.2910,0.0440
-27.7424,31.0899,0.0040,0.0790,0.1470,1.3700,0.2690,0.3140,0.1340
-29.4672,17.8197,0.0140,0.0480,0.0900,1.3250,0.3700,2.6700,0.8000
-29.2261,17.6821,0.0120,0.0480,0.1470,0.2730,0.3300,1.0100,0.8200
-29.221,17.4586,0.0510,0.0720,0.3200,1.2040,0.6700,0.7100,1.1100
-29.2167,17.7,0.0200,0.0580,0.2320,0.5800,0.3300,2.7100,1.1300
-30.0664,18.6821,0.0170,0.0800,0.5390,0.9780,0.3960,1.1400,1.4000
-30.0293,18.8075,0.0260,0.0530,0.3290,0.3960,0.1000,0.4200,0.5000
-30.2964,18.648,0.0110,0.0380,0.1590,0.6050,0.4000,0.5600,0.8300
-30.322,18.9885,0.0110,0.0400,0.2830,0.0450,0.2500,0.7200,0.0960
-30.9464,18.9769,0.0330,0.0480,0.4560,1.1660,1.0600,0.5600,1.3100
-29.8641,17.778,0.0130,0.0400,0.1460,2.0480,0.6800,1.5100,2.2700
-29.7332,17.8624,0.0100,0.0340,0.2040,2.1220,0.3100,1.6700,2.0600
-29.8359,17.8439,0.0070,0.0320,0.0500,0.4090,0.6600,0.6400,0.3370
-29.8767,17.609,0.0110,0.0410,0.0980,0.4690,0.5600,0.7400,0.5900
-29.8626,17.5331,0.0070,0.0380,0.1170,0.7610,0.4100,0.3800,0.6000
-29.0955,16.8469,0.0320,0.1590,0.4470,0.5400,0.1600,0.8800,0.5700
-29.2647,17.1467,0.0100,0.0500,0.0700,0.2000,0.2700,0.3800,0.2530
-29.1668,17.1898,0.0660,0.0650,1.7050,1.7320,0.2200,0.9600,3.0600
-29.3438,17.397,0.0410,0.0460,0.3390,0.4630,0.4200,0.4800,0.8000
-29.7332,17.3881,0.0070,0.0340,0.0600,1.4800,2.6300,0.5500,0.1260
-29.8947,18.5138,0.0150,0.0320,0.1140,0.5360,1.0000,0.4500,0.5300
-29.8093,18.9855,0.0090,0.0270,0.0670,0.3550,0.0800,0.2800,0.2760
-30.1823,18.0592,0.0160,0.0340,0.6630,1.0930,3.1500,2.7600,3.4000
-30.3572,18.1164,0.0310,0.0390,1.4740,2.3290,8.7300,1.0200,2.9700
-30.3142,18.4221,0.0230,0.0570,0.5790,0.9410,4.8900,1.3300,2.6400
-30.5894,18.364,0.0400,0.0380,0.4290,0.5570,1.9300,2.1000,0.6700
-30.5395,18.1387,0.0420,0.0370,0.8220,4.9810,10.5300,0.8700,2.5400
-30.8172,18.1118,0.0170,0.0500,0.1620,2.0060,1.7400,0.8100,0.9400
-30.8027,18.4301,0.0390,0.0570,2.2590,4.4970,5.6600,2.7600,5.6700
-30.8095,18.5596,0.0300,0.0460,0.6310,1.3330,1.0100,0.5300,1.1600
-30.1721,17.7939,0.0080,0.0350,0.0770,1.3720,0.3600,0.1470,0.1810
-30.7462,17.8744,0.0760,0.5740,1.0850,1.6150,1.0200,1.3800,2.2300
-33.18,19.1537,0.0080,0.1180,0.2110,4.7680,0.5400,1.7900,4.4200
-33.6667,25.4333,0.0350,0.0490,2.2200,2.9330,0.8000,2.4700,3.8400
-33.7167,25.4333,0.0180,0.1730,0.9090,1.3730,1.0600,0.8800,1.8200
-27.6768,31.1656,0.0110,0.0690,0.1600,4.2430,0.1800,1.0800,1.1200
-27.6917,31.1819,0.0090,0.0390,0.3230,2.5750,0.2000,1.7300,1.4400
-27.5089,31.4454,0.0090,0.0410,0.3520,2.0610,0.2400,12.7200,3.7600
-27.4886,31.4868,0.0220,0.0460,8.7300,4.3730,1.9400,9.3900,18.2300
-27.5964,31.388,0.0070,0.2950,0.5400,4.2860,0.3000,1.7700,0.6900
-33.3927,19.5119,0.0230,0.1180,0.0970,0.6860,1.0900,1.1090,0.0270
-34.546,19.6265,0.0000,0.3350,6.3000,0.5830,3.8930,0.1600,0.1330
-33.0986,20.6798,0.0530,0.1120,1.8150,3.2590,0.9380,1.4200,2.9700
-33.2175,21.9928,0.0240,0.1080,0.4830,2.3810,1.2400,0.7400,2.6600
-29.6501,22.0473,0.0120,0.0970,0.5180,0.7510,0.6200,0.9700,1.7700
-29.0505,21.7895,0.0510,0.1410,0.5280,0.6550,0.5800,0.6200,1.3300
-28.7176,31.9535,0.0100,0.0470,0.7170,1.1270,0.4800,0.8200,1.8400
-28.8406,19.5619,0.0160,0.0420,0.5740,0.6470,0.7000,0.7700,1.4800
-28.68,20.32,0.0250,0.3950,1.4730,1.0440,5.2150,1.0370,0.8320
-29.9651,22.3997,0.0100,0.1090,0.9620,0.8030,0.3400,1.0600,1.5000
-29.5899,23.8616,0.0070,0.1050,0.6310,0.4060,0.5000,0.6800,1.2600
-29.8927,23.78,0.0090,0.1100,0.8850,0.5410,0.2000,1.1500,1.7100
-26.5501,25.0285,0.0340,0.0350,3.6590,1.2840,0.1900,1.8200,5.5200
-27.0854,29.525,0.0130,0.0430,3.9260,1.0900,0.2200,1.4200,4.1000
-25.7982,25.2176,0.0150,0.0300,1.4530,1.7830,1.3300,0.8200,2.8400
-26.6675,23.5393,0.0040,0.0350,0.1230,0.2770,0.3050,0.1570,0.2570
-26.4637,23.123,0.0070,0.0290,0.2540,0.4400,0.2890,0.1770,0.6000
-26.6128,24.9949,0.0090,0.0290,0.2730,0.5000,0.4290,0.2210,0.8200
-25.5498,25.9171,0.0110,0.0410,0.4600,0.8660,0.5900,1.7400,2.0900
-25.6636,25.8264,0.0040,0.1760,0.1450,0.7370,0.0000,1.4400,3.1600
-25.3388,25.8178,0.0040,0.0930,0.3120,0.6630,0.0600,0.6700,0.6000
-25.4909,25.9293,0.0070,0.0360,1.4410,1.3800,0.0400,1.8900,4.2200
-25.0498,25.9384,0.0160,0.0850,14.0050,2.1370,0.2000,3.4500,6.5900
-25.2347,25.9362,0.0220,0.0480,2.5320,2.8490,0.1500,0.9800,7.5500
-25.2947,25.8434,0.0170,0.4120,1.0100,1.2460,0.1200,0.8020,4.2700
-29.5373,25.5693,0.0140,0.0470,1.1670,0.5990,0.6200,2.5200,1.9200
-29.0108,26.8143,0.0080,0.0380,0.6540,0.9050,0.2500,1.5200,1.9600
-28.1523,26.5448,0.0090,0.0330,0.5330,6.1140,6.1600,1.3200,1.5700
-28.3536,27.0613,0.0130,0.0360,1.0790,2.9860,1.5400,1.9000,3.8100
-27.599,31.4584,0.0150,0.0500,3.6440,2.4290,0.6600,11.3400,13.6800
-27.5643,31.5444,0.0260,0.0820,0.3290,10.3350,0.3800,1.9100,0.7500
-27.591,31.5284,0.0060,0.0410,21.0650,1.8120,0.3700,4.9900,42.5100
-27.855,30.8435,0.0060,0.0770,0.5650,2.6490,0.1200,1.4500,1.6700
-27.8632,30.7206,0.0020,0.1320,0.0950,2.4020,0.2260,1.1920,0.1690
-27.7672,30.6343,0.0050,0.1790,0.0940,2.7720,0.2000,1.0400,0.2210
-29.2688,29.7298,0.0050,0.3780,0.1280,1.9860,0.6900,1.6600,0.4400
-29.5162,29.6674,0.0050,0.4610,0.4530,3.2420,0.2800,1.9300,0.4500
-29.3706,29.6715,0.0130,0.3280,0.3600,1.9970,0.4800,1.3900,0.4400
-29.3818,29.6666,0.0050,0.4400,0.2960,2.4450,0.2900,0.7400,0.5200
-33.6072,21.7874,0.0100,0.1190,0.4870,1.5160,0.6000,0.7700,0.6000
-33.5607,22.3797,0.0090,0.0960,0.3650,0.9210,0.7200,0.9400,4.1600
-33.7348,22.0127,0.0100,0.0880,0.5300,0.9800,1.3900,1.1880,0.1990
-32.9914,19.2469,0.0030,0.1110,0.0560,0.2270,2.1240,3.7800,0.0290
-32.9583,19.2583,0.0060,0.0500,0.1150,1.9220,0.3600,0.5600,0.1870
-27.9716,30.4219,0.0050,0.0600,0.2440,0.8770,0.0000,0.8200,0.3090
-27.9526,30.6283,0.0190,0.0670,2.7990,5.4520,4.5600,3.4900,5.8600
-27.4881,29.869,0.0050,0.0210,0.0220,2.0990,0.5000,1.5600,0.2000
-25.0657,26.0374,0.0080,0.0010,0.6620,0.4300,0.0700,0.3300,1.8700
-25.1187,26.5288,0.0240,0.1180,170.3100,1.2010,1.9500,2.7000,10.5800
-25.1972,26.7396,0.0130,0.2300,20.2590,2.0590,0.2100,2.9700,5.8100
-25.6085,26.3406,0.0090,0.0250,1.1990,1.5600,1.5600,1.4900,4.5800
-32.4176,27.6278,0.0080,0.1390,0.3450,1.1840,0.4000,2.0200,3.6000
-32.4423,27.6721,0.0050,0.1080,0.8160,2.2650,0.5000,2.5600,1.0500
-32.4583,27.7225,0.0090,0.1180,0.5480,2.4180,1.3300,1.3300,0.9700
-32.3631,27.1692,0.0050,0.0970,0.6470,0.7830,0.3880,1.9950,1.0610
-32.3775,27.2045,0.0030,0.0920,0.2190,0.3880,0.5400,2.9100,0.5200
-32.3419,27.1715,0.0600,0.1320,5.5680,2.2140,1.6400,11.1400,10.5000
-32.3041,27.1389,0.0110,0.1120,1.3820,1.2320,0.4700,2.0300,3.9400
-32.4941,27.074,0.0220,0.1380,0.8120,1.7700,2.6200,1.4000,1.7400
-32.3273,27.0536,0.0300,0.1330,0.4340,1.6640,0.7700,0.9000,0.6000
-32.5323,27.8809,0.0250,0.0890,2.5710,2.0860,0.8600,14.4900,9.8200
-32.3826,27.3862,0.0050,0.1000,0.3840,0.7630,0.2600,0.8600,0.6200
-32.0717,27.0257,0.0100,0.0930,0.1190,0.5140,0.8130,0.5570,0.2440
-32.3343,27.5278,0.0040,0.1060,0.4650,0.8600,0.1800,0.6900,0.7100
-32.4436,27.6283,0.0040,0.1050,0.6680,1.1620,0.1300,1.6300,2.1700
-32.4647,27.7036,0.0030,0.1000,1.2280,2.3590,0.2700,2.5000,9.4300
-32.4416,27.5392,0.0020,0.0950,0.1980,0.8560,0.2300,0.4800,0.9300
-32.4272,27.7122,0.0110,0.1590,4.8840,3.2060,0.9200,8.5100,18.8200
-32.5744,27.7644,0.0090,0.1790,2.9410,1.2240,0.9000,3.4800,2.4900
-27.5562,29.9336,0.0030,0.0310,0.1800,1.0200,0.1800,0.7600,2.1100
-27.5776,31.9616,0.0050,0.0930,1.5130,1.6030,0.2900,2.3900,2.4200
-27.5884,32.2645,0.0600,0.0370,0.6440,2.9910,6.3800,3.1000,6.1000
-27.5124,29.8771,0.0170,0.0210,0.1620,1.3740,4.3300,7.3600,4.5300
-27.8344,31.3233,0.0040,0.1090,0.0380,3.0580,1.9700,1.2400,0.1100
-27.8456,29.8686,0.0080,0.1080,0.1600,1.3460,1.1800,6.9700,2.4300
-27.8456,29.8686,0.0060,0.0530,0.1180,2.8370,0.6800,0.6900,2.7700
-27.8719,30.5717,0.0080,0.1240,0.1190,2.5100,1.7700,4.5400,1.8100
-27.857,29.9636,0.0080,0.0720,4.3930,1.8040,1.0400,3.2200,4.5000
-27.9237,29.9913,0.0030,0.0760,0.1770,1.3080,0.1400,0.5000,0.2150
-27.9137,29.9742,0.0050,0.3120,0.1190,2.6240,0.4700,1.4300,0.2100
-27.468,30.4068,0.0150,0.2420,1.5310,3.1800,1.5400,3.7900,1.1000
-25.2853,27.7836,0.0060,0.0630,1.3310,1.0850,0.3900,0.7300,2.2700
-25.0556,26.4165,0.0130,0.2200,39.8600,1.1510,0.1000,2.6900,18.7900
-25.4481,26.7903,0.0230,0.0340,6.8150,3.4350,0.4100,7.4800,13.1000
-25.8051,26.4115,0.0460,0.0660,3.1390,5.4380,0.4000,4.3800,4.4100
-25.9109,26.668,0.0040,0.0170,0.8500,1.8850,0.0200,2.4900,1.3700
-25.9419,26.9028,0.0070,0.0160,0.8660,2.3350,0.0800,3.8400,3.5600
-25.9566,27.1911,0.0060,0.0170,1.4290,1.8440,0.1800,3.2500,4.5200
-29.3212,29.6183,0.0080,0.2570,0.2560,0.2850,0.6000,2.8900,0.4900
-29.584,29.2908,0.0160,0.1830,0.3060,0.3240,1.8600,2.6400,0.3770
-29.8488,29.228,0.0080,0.4410,0.3200,1.2510,0.4600,4.9300,0.8200
-34.5615,20.0913,0.0100,0.0930,0.6000,2.6660,0.3900,0.7900,3.2800
-34.6179,20.0579,0.0040,0.1620,0.8320,2.0600,0.4400,1.5100,0.6200
-34.6534,20.1179,0.0030,0.0930,0.2630,0.2220,0.5090,0.3820,0.0470
-34.2571,20.8759,0.0060,0.0970,0.3430,0.6980,0.2000,0.4300,0.7900
-34.2348,20.8834,0.0120,0.1530,0.7860,1.9870,1.8200,0.7800,1.1300
-34.3159,21.5965,0.0030,0.4190,1.1310,0.5960,1.4920,0.2090,0.0930
-34.054,21.9092,0.0030,0.0910,0.1270,1.2090,0.3780,0.3140,0.0210
-24.3499,31.2615,0.0050,0.0300,2.6400,0.5340,0.1300,3.0600,2.3000
-24.3499,31.2615,0.0040,0.0030,0.5920,0.4700,0.0600,1.5200,0.9900
-24.5082,31.3455,0.0080,0.3220,5.7960,0.2950,0.2000,2.6100,2.4800
-24.6119,31.186,0.0040,0.0200,0.5830,0.4740,0.6800,0.8200,0.9300
-24.8051,31.3402,0.0020,0.0190,0.4130,0.3920,0.1000,0.8000,0.8600
-33.9333,20.6181,0.0100,0.0760,0.9980,1.7080,0.7300,1.2600,3.9300
-33.4113,20.1042,0.0090,0.0760,0.7010,0.8600,0.4500,1.0700,2.3200
-33.6354,20.1631,0.0010,0.0740,0.0660,0.3090,0.1880,0.2800,0.0610
-33.5322,20.31,0.0320,0.1090,0.8570,0.6520,1.2100,1.8900,0.8100
-33.6512,20.6107,0.0110,0.1210,1.8440,1.7680,0.6200,1.1200,3.2300
